  Memory: 55 messages, 1 profile entries

[38;5;214m
       ██╗ █████╗ ██████╗ ██╗   ██╗██╗███████╗
       ██║██╔══██╗██╔══██╗██║   ██║██║██╔════╝
       ██║███████║██████╔╝██║   ██║██║███████╗
  ██   ██║██╔══██║██╔══██╗╚██╗ ██╔╝██║╚════██║
  ╚█████╔╝██║  ██║██║  ██║ ╚████╔╝ ██║███████║
   ╚════╝ ╚═╝  ╚═╝╚═╝  ╚═╝  ╚═══╝  ╚═╝╚══════╝
[0m
  [1mJ.A.R.V.I.S.[0m  v5.1 — Just A Rather Very Intelligent System
  ──────────────────────────────────────────
  [38;5;214m>[0m Phone:   https://192.168.101.13:8822
  [38;5;214m>[0m Local:   https://localhost:8822
  [38;5;214m>[0m SSL:     ON
  [15:38:55] "GET /jobs HTTP/1.1" 200 -
  [15:38:55] "GET /jobs HTTP/1.1" 200 -
  [15:38:56] "GET /jobs HTTP/1.1" 200 -
  [15:38:56] "GET /perms HTTP/1.1" 200 -
  [15:38:57] "GET /jobs HTTP/1.1" 200 -
  [15:38:57] "GET /jobs HTTP/1.1" 200 -
  [15:38:57] "GET /jobs HTTP/1.1" 200 -
  [15:38:57] "GET /perms HTTP/1.1" 200 -
  [15:38:59] "GET /jobs HTTP/1.1" 200 -
  [15:38:59] "GET /perms HTTP/1.1" 200 -
  [15:38:59] "GET /jobs HTTP/1.1" 200 -
  [15:38:59] "GET /jobs HTTP/1.1" 200 -
  [15:39:00] "GET /jobs HTTP/1.1" 200 -
  [15:39:00] "GET /perms HTTP/1.1" 200 -
  [15:39:01] "GET /jobs HTTP/1.1" 200 -
  [15:39:01] "GET /jobs HTTP/1.1" 200 -
  [15:39:02] "GET /jobs HTTP/1.1" 200 -
  [15:39:02] "GET /perms HTTP/1.1" 200 -
  [15:39:03] "GET /jobs HTTP/1.1" 200 -
  [15:39:03] "GET /jobs HTTP/1.1" 200 -
  [15:39:03] "GET /jobs HTTP/1.1" 200 -
  [15:39:03] "GET /perms HTTP/1.1" 200 -
  [15:39:05] "GET /jobs HTTP/1.1" 200 -
  [15:39:05] "GET /perms HTTP/1.1" 200 -
  [15:39:05] "GET /jobs HTTP/1.1" 200 -
  [15:39:05] "GET /jobs HTTP/1.1" 200 -
  [15:39:06] "GET /jobs HTTP/1.1" 200 -
  [15:39:06] "GET /perms HTTP/1.1" 200 -
  [15:39:07] "GET /jobs HTTP/1.1" 200 -
  [15:39:07] "GET /jobs HTTP/1.1" 200 -
  [15:39:08] "GET /jobs HTTP/1.1" 200 -
  [15:39:08] "GET /perms HTTP/1.1" 200 -
  [15:39:09] "GET /jobs HTTP/1.1" 200 -
  [15:39:09] "GET /jobs HTTP/1.1" 200 -
  [15:39:09] "GET /jobs HTTP/1.1" 200 -
  [15:39:09] "GET /perms HTTP/1.1" 200 -
  [15:39:11] "GET /jobs HTTP/1.1" 200 -
  [15:39:11] "GET /perms HTTP/1.1" 200 -
  [15:39:11] "GET /jobs HTTP/1.1" 200 -
  [15:39:11] "GET /jobs HTTP/1.1" 200 -
  [15:39:12] "GET /jobs HTTP/1.1" 200 -
  [15:39:12] "GET /perms HTTP/1.1" 200 -
  [15:39:13] "GET /jobs HTTP/1.1" 200 -
  [15:39:13] "GET /jobs HTTP/1.1" 200 -
  [15:39:14] "GET /jobs HTTP/1.1" 200 -
  [15:39:14] "GET /perms HTTP/1.1" 200 -
  [15:39:15] "GET /jobs HTTP/1.1" 200 -
  [15:39:15] "GET /jobs HTTP/1.1" 200 -
  [15:39:15] "GET /jobs HTTP/1.1" 200 -
  [15:39:15] "GET /perms HTTP/1.1" 200 -
  [15:39:17] "GET /jobs HTTP/1.1" 200 -
  [15:39:17] "GET /perms HTTP/1.1" 200 -
  [15:39:17] "GET /jobs HTTP/1.1" 200 -
  [15:39:17] "GET /jobs HTTP/1.1" 200 -
  [15:39:18] "GET /jobs HTTP/1.1" 200 -
  [15:39:18] "GET /perms HTTP/1.1" 200 -
  [15:39:19] "GET /jobs HTTP/1.1" 200 -
  [15:39:19] "GET /jobs HTTP/1.1" 200 -
  [15:39:20] "GET /jobs HTTP/1.1" 200 -
  [15:39:20] "GET /perms HTTP/1.1" 200 -
  [15:39:21] "GET /jobs HTTP/1.1" 200 -
  [15:39:21] "GET /jobs HTTP/1.1" 200 -
  [15:39:21] "GET /jobs HTTP/1.1" 200 -
  [15:39:21] "GET /perms HTTP/1.1" 200 -
  [15:39:23] "GET /jobs HTTP/1.1" 200 -
  [15:39:23] "GET /perms HTTP/1.1" 200 -
  [15:39:23] "GET /jobs HTTP/1.1" 200 -
  [15:39:23] "GET /jobs HTTP/1.1" 200 -
  [15:39:24] "GET /jobs HTTP/1.1" 200 -
  [15:39:24] "GET /perms HTTP/1.1" 200 -
  [15:39:25] "GET /jobs HTTP/1.1" 200 -
  [15:39:25] "GET /jobs HTTP/1.1" 200 -
  [15:39:26] "GET /jobs HTTP/1.1" 200 -
  [15:39:26] "GET /perms HTTP/1.1" 200 -
  [15:39:26] "POST /stop HTTP/1.1" 200 -
  [15:39:26] XX #5 STOPPED
  [15:39:26] "GET /jobs HTTP/1.1" 200 -
  [15:39:26] "GET /perms HTTP/1.1" 200 -
  [15:39:27] "GET /jobs HTTP/1.1" 200 -
  [15:39:27] "GET /jobs HTTP/1.1" 200 -
  [15:39:27] "GET /perms HTTP/1.1" 200 -
  [15:39:27] "GET /jobs HTTP/1.1" 200 -
  [15:39:27] "GET /jobs HTTP/1.1" 200 -
  [15:39:27] "GET /perms HTTP/1.1" 200 -
  [15:39:29] "GET /jobs HTTP/1.1" 200 -
  [15:39:29] "GET /perms HTTP/1.1" 200 -
  [15:39:29] "GET /jobs HTTP/1.1" 200 -
  [15:39:30] "GET /jobs HTTP/1.1" 200 -
  [15:39:30] "GET /perms HTTP/1.1" 200 -
  [15:39:31] "GET /jobs HTTP/1.1" 200 -
  [15:39:32] "GET /jobs HTTP/1.1" 200 -
  [15:39:32] "GET /perms HTTP/1.1" 200 -
  [15:39:33] "GET /jobs HTTP/1.1" 200 -
  [15:39:33] "GET /jobs HTTP/1.1" 200 -
  [15:39:33] "GET /perms HTTP/1.1" 200 -
  [15:39:35] "GET /jobs HTTP/1.1" 200 -
  [15:39:35] "GET /perms HTTP/1.1" 200 -
  [15:39:35] "GET /jobs HTTP/1.1" 200 -
  [15:39:36] "GET /jobs HTTP/1.1" 200 -
  [15:39:36] "GET /perms HTTP/1.1" 200 -
  [15:39:37] "GET /jobs HTTP/1.1" 200 -
  [15:39:38] "GET /jobs HTTP/1.1" 200 -
  [15:39:38] "GET /perms HTTP/1.1" 200 -
  [15:39:39] "GET /jobs HTTP/1.1" 200 -
  [15:39:39] "GET /jobs HTTP/1.1" 200 -
  [15:39:39] "GET /perms HTTP/1.1" 200 -
  [15:39:41] "GET /jobs HTTP/1.1" 200 -
  [15:39:41] "GET /perms HTTP/1.1" 200 -
  [15:39:41] "GET /jobs HTTP/1.1" 200 -
  [15:39:42] "GET /jobs HTTP/1.1" 200 -
  [15:39:42] "GET /perms HTTP/1.1" 200 -
  [15:39:43] "GET /jobs HTTP/1.1" 200 -
  [15:39:44] "GET /jobs HTTP/1.1" 200 -
  [15:39:44] "GET /perms HTTP/1.1" 200 -
  [15:39:45] "GET /jobs HTTP/1.1" 200 -
  [15:39:45] "GET /jobs HTTP/1.1" 200 -
  [15:39:45] "GET /perms HTTP/1.1" 200 -
  [15:39:47] "GET /jobs HTTP/1.1" 200 -
  [15:39:47] "GET /perms HTTP/1.1" 200 -
  [15:39:47] "GET /jobs HTTP/1.1" 200 -
  [15:39:48] "GET /jobs HTTP/1.1" 200 -
  [15:39:48] "GET /perms HTTP/1.1" 200 -
  [15:39:49] "GET /jobs HTTP/1.1" 200 -
  [15:39:49] "POST /send HTTP/1.1" 200 -
  [15:39:49] >> #6: dobra Olejmy tego WhatsAppa Walić to ogarnijmy teraz skrypt który będziesz wchod
  [15:39:49] "GET /jobs HTTP/1.1" 200 -
  [15:39:49] "GET /perms HTTP/1.1" 200 -
  [15:39:50] "GET /jobs HTTP/1.1" 200 -
  [15:39:50] "GET /perms HTTP/1.1" 200 -
  [15:39:51] "GET /jobs HTTP/1.1" 200 -
  [15:39:51] "GET /jobs HTTP/1.1" 200 -
  [15:39:51] "GET /jobs HTTP/1.1" 200 -
  [15:39:51] "GET /perms HTTP/1.1" 200 -
  [15:39:53] "GET /jobs HTTP/1.1" 200 -
  [15:39:53] "GET /perms HTTP/1.1" 200 -
  [15:39:53] "GET /jobs HTTP/1.1" 200 -
  [15:39:53] "GET /jobs HTTP/1.1" 200 -
  [15:39:54] "GET /jobs HTTP/1.1" 200 -
  [15:39:54] "GET /perms HTTP/1.1" 200 -
  [15:39:55] "GET /jobs HTTP/1.1" 200 -
  [15:39:55] "GET /jobs HTTP/1.1" 200 -
  [15:39:56] "GET /jobs HTTP/1.1" 200 -
  [15:39:56] "GET /perms HTTP/1.1" 200 -
  [15:39:57] "GET /jobs HTTP/1.1" 200 -
  [15:39:57] "GET /jobs HTTP/1.1" 200 -
  [15:39:57] "GET /jobs HTTP/1.1" 200 -
  [15:39:57] "GET /perms HTTP/1.1" 200 -
  [15:39:59] "GET /jobs HTTP/1.1" 200 -
  [15:39:59] "GET /perms HTTP/1.1" 200 -
  [15:39:59] "GET /jobs HTTP/1.1" 200 -
  [15:39:59] "GET /jobs HTTP/1.1" 200 -
  [15:40:00] "GET /jobs HTTP/1.1" 200 -
  [15:40:00] "GET /perms HTTP/1.1" 200 -
  [15:40:01] "GET /jobs HTTP/1.1" 200 -
  [15:40:01] "GET /jobs HTTP/1.1" 200 -
  [15:40:02] "GET /jobs HTTP/1.1" 200 -
  [15:40:02] "GET /perms HTTP/1.1" 200 -
  [15:40:03] "GET /jobs HTTP/1.1" 200 -
  [15:40:03] "GET /jobs HTTP/1.1" 200 -
  [15:40:03] "GET /jobs HTTP/1.1" 200 -
  [15:40:03] "GET /perms HTTP/1.1" 200 -
  [15:40:05] "GET /jobs HTTP/1.1" 200 -
  [15:40:05] "GET /perms HTTP/1.1" 200 -
  [15:40:05] "GET /jobs HTTP/1.1" 200 -
  [15:40:05] "GET /jobs HTTP/1.1" 200 -
  [15:40:06] "GET /jobs HTTP/1.1" 200 -
  [15:40:06] "GET /perms HTTP/1.1" 200 -
  [15:40:07] "GET /jobs HTTP/1.1" 200 -
  [15:40:07] "GET /jobs HTTP/1.1" 200 -
  [15:40:08] "GET /jobs HTTP/1.1" 200 -
  [15:40:08] "GET /perms HTTP/1.1" 200 -
  [15:40:09] "GET /jobs HTTP/1.1" 200 -
  [15:40:09] "GET /jobs HTTP/1.1" 200 -
  [15:40:09] "GET /jobs HTTP/1.1" 200 -
  [15:40:09] "GET /perms HTTP/1.1" 200 -
  [15:40:11] "GET /jobs HTTP/1.1" 200 -
  [15:40:11] "GET /perms HTTP/1.1" 200 -
  [15:40:11] "GET /jobs HTTP/1.1" 200 -
  [15:40:11] "GET /jobs HTTP/1.1" 200 -
  [15:40:12] "GET /jobs HTTP/1.1" 200 -
  [15:40:12] "GET /perms HTTP/1.1" 200 -
  [15:40:13] "GET /jobs HTTP/1.1" 200 -
  [15:40:13] "GET /jobs HTTP/1.1" 200 -
  [15:40:14] "GET /jobs HTTP/1.1" 200 -
  [15:40:14] "GET /perms HTTP/1.1" 200 -
  [15:40:15] "GET /jobs HTTP/1.1" 200 -
  [15:40:15] "GET /jobs HTTP/1.1" 200 -
  [15:40:15] "GET /jobs HTTP/1.1" 200 -
  [15:40:15] "GET /perms HTTP/1.1" 200 -
  [15:40:17] "GET /jobs HTTP/1.1" 200 -
  [15:40:17] "GET /perms HTTP/1.1" 200 -
  [15:40:17] "GET /jobs HTTP/1.1" 200 -
  [15:40:17] "GET /jobs HTTP/1.1" 200 -
  [15:40:18] "GET /jobs HTTP/1.1" 200 -
  [15:40:18] "GET /perms HTTP/1.1" 200 -
  [15:40:19] "GET /jobs HTTP/1.1" 200 -
  [15:40:19] "GET /jobs HTTP/1.1" 200 -
  [15:40:20] "GET /jobs HTTP/1.1" 200 -
  [15:40:20] "GET /perms HTTP/1.1" 200 -
  [15:40:21] "GET /jobs HTTP/1.1" 200 -
  [15:40:21] "GET /jobs HTTP/1.1" 200 -
  [15:40:21] "GET /jobs HTTP/1.1" 200 -
  [15:40:21] "GET /perms HTTP/1.1" 200 -
  [15:40:23] "GET /jobs HTTP/1.1" 200 -
  [15:40:23] "GET /perms HTTP/1.1" 200 -
  [15:40:23] "GET /jobs HTTP/1.1" 200 -
  [15:40:23] "GET /jobs HTTP/1.1" 200 -
  [15:40:24] "GET /jobs HTTP/1.1" 200 -
  [15:40:24] "GET /perms HTTP/1.1" 200 -
  [15:40:25] "GET /jobs HTTP/1.1" 200 -
  [15:40:25] "GET /jobs HTTP/1.1" 200 -
  [15:40:26] "GET /jobs HTTP/1.1" 200 -
  [15:40:26] "GET /perms HTTP/1.1" 200 -
  [15:40:27] "GET /jobs HTTP/1.1" 200 -
  [15:40:27] "GET /jobs HTTP/1.1" 200 -
  [15:40:27] "GET /jobs HTTP/1.1" 200 -
  [15:40:27] "GET /perms HTTP/1.1" 200 -
  [15:40:29] "GET /jobs HTTP/1.1" 200 -
  [15:40:29] "GET /perms HTTP/1.1" 200 -
  [15:40:29] "GET /jobs HTTP/1.1" 200 -
  [15:40:29] "GET /jobs HTTP/1.1" 200 -
  [15:40:31] "GET /jobs HTTP/1.1" 200 -
  [15:40:31] "GET /perms HTTP/1.1" 200 -
  [15:40:31] "GET /jobs HTTP/1.1" 200 -
  [15:40:32] "GET /jobs HTTP/1.1" 200 -
  [15:40:32] "GET /perms HTTP/1.1" 200 -
  [15:40:32] "GET /jobs HTTP/1.1" 200 -
  [15:40:33] "GET /jobs HTTP/1.1" 200 -
  [15:40:34] "GET /jobs HTTP/1.1" 200 -
  [15:40:34] "GET /perms HTTP/1.1" 200 -
  [15:40:34] "GET /jobs HTTP/1.1" 200 -
  [15:40:35] "GET /jobs HTTP/1.1" 200 -
  [15:40:35] "GET /perms HTTP/1.1" 200 -
  [15:40:35] "GET /jobs HTTP/1.1" 200 -
  [15:40:36] "GET /jobs HTTP/1.1" 200 -
  [15:40:37] "GET /jobs HTTP/1.1" 200 -
  [15:40:37] "GET /perms HTTP/1.1" 200 -
  [15:40:37] "GET /jobs HTTP/1.1" 200 -
  [15:40:38] "GET /jobs HTTP/1.1" 200 -
  [15:40:38] "GET /perms HTTP/1.1" 200 -
  [15:40:38] "GET /jobs HTTP/1.1" 200 -
  [15:40:39] "GET /jobs HTTP/1.1" 200 -
  [15:40:40] "GET /jobs HTTP/1.1" 200 -
  [15:40:40] "GET /perms HTTP/1.1" 200 -
  [15:40:40] "GET /jobs HTTP/1.1" 200 -
  [15:40:40] "GET /perms HTTP/1.1" 200 -
  [15:40:40] "GET /jobs HTTP/1.1" 200 -
  [15:40:41] "GET /jobs HTTP/1.1" 200 -
  [15:40:41] "GET /perms HTTP/1.1" 200 -
  [15:40:41] "GET /jobs HTTP/1.1" 200 -
  [15:40:42] "GET /jobs HTTP/1.1" 200 -
  [15:40:42] "GET /perms HTTP/1.1" 200 -
  [15:40:43] "GET /jobs HTTP/1.1" 200 -
  [15:40:44] "GET /jobs HTTP/1.1" 200 -
  [15:40:44] "GET /perms HTTP/1.1" 200 -
  [15:40:45] "GET /jobs HTTP/1.1" 200 -
  [15:40:45] "GET /jobs HTTP/1.1" 200 -
  [15:40:45] "GET /perms HTTP/1.1" 200 -
  [15:40:47] "GET /jobs HTTP/1.1" 200 -
  [15:40:47] "GET /perms HTTP/1.1" 200 -
  [15:40:47] "GET /jobs HTTP/1.1" 200 -
  [15:44:01] "GET /jobs HTTP/1.1" 200 -
  [15:44:01] "GET /perms HTTP/1.1" 200 -
  [15:44:01] "GET /jobs HTTP/1.1" 200 -
  [15:44:01] "GET /perms HTTP/1.1" 200 -
  [15:44:02] "GET /jobs HTTP/1.1" 200 -
  [15:44:02] "GET /perms HTTP/1.1" 200 -
  [15:44:02] "GET /jobs HTTP/1.1" 200 -
  [15:44:02] "GET /perms HTTP/1.1" 200 -
  [15:44:02] "GET /jobs HTTP/1.1" 200 -
  [15:44:02] "GET /jobs HTTP/1.1" 200 -
  [15:44:02] "GET /jobs HTTP/1.1" 200 -
  [15:44:03] "GET / HTTP/1.1" 200 -
  [15:44:03] "GET /jobs HTTP/1.1" 200 -
  [15:44:03] "GET /perms HTTP/1.1" 200 -
  [15:44:04] "GET /jobs HTTP/1.1" 200 -
  [15:44:04] "GET /perms HTTP/1.1" 200 -
  [15:44:06] "GET /jobs HTTP/1.1" 200 -
  [15:44:06] "GET /perms HTTP/1.1" 200 -
  [15:44:07] "GET /jobs HTTP/1.1" 200 -
  [15:44:07] "GET /perms HTTP/1.1" 200 -
  [15:44:09] "GET /jobs HTTP/1.1" 200 -
  [15:44:09] "GET /perms HTTP/1.1" 200 -
  [15:44:10] "GET /jobs HTTP/1.1" 200 -
  [15:44:10] "GET /perms HTTP/1.1" 200 -
  [15:44:12] "GET /jobs HTTP/1.1" 200 -
  [15:44:12] "GET /perms HTTP/1.1" 200 -
  [15:44:13] "GET /jobs HTTP/1.1" 200 -
  [15:44:13] "GET /perms HTTP/1.1" 200 -
  [15:44:15] "GET /jobs HTTP/1.1" 200 -
  [15:44:15] "GET /perms HTTP/1.1" 200 -
  [15:44:16] "GET /jobs HTTP/1.1" 200 -
  [15:44:16] "GET /perms HTTP/1.1" 200 -
  [15:44:18] "GET /jobs HTTP/1.1" 200 -
  [15:44:18] "GET /perms HTTP/1.1" 200 -
  [15:44:19] "GET /jobs HTTP/1.1" 200 -
  [15:44:19] "GET /perms HTTP/1.1" 200 -
  [15:44:21] "GET /jobs HTTP/1.1" 200 -
  [15:44:21] "GET /perms HTTP/1.1" 200 -
  [15:44:22] "GET /jobs HTTP/1.1" 200 -
  [15:44:22] "GET /perms HTTP/1.1" 200 -
  [15:44:24] "GET /jobs HTTP/1.1" 200 -
  [15:44:24] "GET /perms HTTP/1.1" 200 -
  [15:44:25] "GET /jobs HTTP/1.1" 200 -
  [15:44:25] "GET /perms HTTP/1.1" 200 -
  [15:44:27] "GET /jobs HTTP/1.1" 200 -
  [15:44:27] "GET /perms HTTP/1.1" 200 -
  [15:44:28] "GET /jobs HTTP/1.1" 200 -
  [15:44:28] "GET /perms HTTP/1.1" 200 -
  [15:44:30] "GET /jobs HTTP/1.1" 200 -
  [15:44:30] "GET /perms HTTP/1.1" 200 -
  [15:44:31] "GET /jobs HTTP/1.1" 200 -
  [15:44:31] "GET /perms HTTP/1.1" 200 -
  [15:44:33] "GET /jobs HTTP/1.1" 200 -
  [15:44:33] "GET /perms HTTP/1.1" 200 -
  [15:44:34] "GET /jobs HTTP/1.1" 200 -
  [15:44:34] "GET /perms HTTP/1.1" 200 -
  [15:44:36] "GET /jobs HTTP/1.1" 200 -
  [15:44:36] "GET /perms HTTP/1.1" 200 -
  [15:44:37] "GET /jobs HTTP/1.1" 200 -
  [15:44:37] "GET /perms HTTP/1.1" 200 -
  [15:44:39] "GET /jobs HTTP/1.1" 200 -
  [15:44:39] "GET /perms HTTP/1.1" 200 -
  [15:44:40] "GET /jobs HTTP/1.1" 200 -
  [15:44:40] "GET /perms HTTP/1.1" 200 -
  [15:44:42] "GET /jobs HTTP/1.1" 200 -
  [15:44:42] "GET /perms HTTP/1.1" 200 -
  [15:44:43] "GET /jobs HTTP/1.1" 200 -
  [15:44:43] "GET /perms HTTP/1.1" 200 -
  [15:44:45] "GET /jobs HTTP/1.1" 200 -
  [15:44:45] "GET /perms HTTP/1.1" 200 -
  [15:44:46] "GET /jobs HTTP/1.1" 200 -
  [15:44:46] "GET /perms HTTP/1.1" 200 -
  [15:44:48] "GET /jobs HTTP/1.1" 200 -
  [15:44:48] "GET /perms HTTP/1.1" 200 -
  [15:44:49] "GET /jobs HTTP/1.1" 200 -
  [15:44:49] "GET /perms HTTP/1.1" 200 -
  [15:44:51] "GET /jobs HTTP/1.1" 200 -
  [15:44:51] "GET /perms HTTP/1.1" 200 -
  [15:44:52] "GET /jobs HTTP/1.1" 200 -
  [15:44:52] "GET /perms HTTP/1.1" 200 -
  [15:44:54] "GET /jobs HTTP/1.1" 200 -
  [15:44:54] "GET /perms HTTP/1.1" 200 -
  [15:44:55] "GET /jobs HTTP/1.1" 200 -
  [15:44:55] "GET /perms HTTP/1.1" 200 -
  [15:44:57] "GET /jobs HTTP/1.1" 200 -
  [15:44:57] "GET /perms HTTP/1.1" 200 -
  [15:44:58] "GET /jobs HTTP/1.1" 200 -
  [15:44:58] "GET /perms HTTP/1.1" 200 -
  [15:45:00] "GET /jobs HTTP/1.1" 200 -
  [15:45:00] "GET /perms HTTP/1.1" 200 -
  [15:45:01] "GET /jobs HTTP/1.1" 200 -
  [15:45:01] "GET /perms HTTP/1.1" 200 -
  [15:45:03] "GET /jobs HTTP/1.1" 200 -
  [15:45:03] "GET /perms HTTP/1.1" 200 -
  [15:45:04] "GET /jobs HTTP/1.1" 200 -
  [15:45:04] "GET /perms HTTP/1.1" 200 -
  [15:45:06] "GET /jobs HTTP/1.1" 200 -
  [15:45:06] "GET /perms HTTP/1.1" 200 -
  [15:45:07] "GET /jobs HTTP/1.1" 200 -
  [15:45:07] "GET /perms HTTP/1.1" 200 -
  [15:45:09] "GET /jobs HTTP/1.1" 200 -
  [15:45:09] "GET /perms HTTP/1.1" 200 -
  [15:45:10] "GET /jobs HTTP/1.1" 200 -
  [15:45:10] "GET /perms HTTP/1.1" 200 -
  [15:45:12] "GET /jobs HTTP/1.1" 200 -
  [15:45:12] "GET /perms HTTP/1.1" 200 -
  [15:45:13] "GET /jobs HTTP/1.1" 200 -
  [15:45:13] "GET /perms HTTP/1.1" 200 -
  [15:45:15] "GET /jobs HTTP/1.1" 200 -
  [15:45:15] "GET /perms HTTP/1.1" 200 -
  [15:45:16] "GET /jobs HTTP/1.1" 200 -
  [15:45:16] "GET /perms HTTP/1.1" 200 -
  [15:45:18] "GET /jobs HTTP/1.1" 200 -
  [15:45:18] "GET /perms HTTP/1.1" 200 -
  [15:45:19] "GET /jobs HTTP/1.1" 200 -
  [15:45:19] "GET /perms HTTP/1.1" 200 -
  [15:45:21] "GET /jobs HTTP/1.1" 200 -
  [15:45:21] "GET /perms HTTP/1.1" 200 -
  [15:45:22] "GET /jobs HTTP/1.1" 200 -
  [15:45:22] "GET /perms HTTP/1.1" 200 -
  [15:45:24] "GET /jobs HTTP/1.1" 200 -
  [15:45:24] "GET /perms HTTP/1.1" 200 -
  [15:45:25] "GET /jobs HTTP/1.1" 200 -
  [15:45:25] "GET /perms HTTP/1.1" 200 -
  [15:45:27] "GET /jobs HTTP/1.1" 200 -
  [15:45:27] "GET /perms HTTP/1.1" 200 -
  [15:45:28] "GET /jobs HTTP/1.1" 200 -
  [15:45:29] "GET /perms HTTP/1.1" 200 -
  [15:45:30] "GET /jobs HTTP/1.1" 200 -
  [15:45:30] "GET /perms HTTP/1.1" 200 -
  [15:45:31] "GET /jobs HTTP/1.1" 200 -
  [15:45:31] "GET /perms HTTP/1.1" 200 -
  [15:45:33] "GET /jobs HTTP/1.1" 200 -
  [15:45:33] "GET /perms HTTP/1.1" 200 -
  [15:45:34] "GET /jobs HTTP/1.1" 200 -
  [15:45:34] "GET /perms HTTP/1.1" 200 -
  [15:45:36] "GET /jobs HTTP/1.1" 200 -
  [15:45:36] "GET /perms HTTP/1.1" 200 -
  [15:45:37] "GET /jobs HTTP/1.1" 200 -
  [15:45:37] "GET /perms HTTP/1.1" 200 -
  [15:45:39] "GET /jobs HTTP/1.1" 200 -
  [15:45:39] "GET /perms HTTP/1.1" 200 -
  [15:45:40] "GET /jobs HTTP/1.1" 200 -
  [15:45:40] "GET /perms HTTP/1.1" 200 -
  [15:45:42] "GET /jobs HTTP/1.1" 200 -
  [15:45:42] "GET /perms HTTP/1.1" 200 -
  [15:45:43] "GET /jobs HTTP/1.1" 200 -
  [15:45:43] "GET /perms HTTP/1.1" 200 -
  [15:45:45] "GET /jobs HTTP/1.1" 200 -
  [15:45:45] "GET /perms HTTP/1.1" 200 -
  [15:45:46] "GET /jobs HTTP/1.1" 200 -
  [15:45:46] "GET /perms HTTP/1.1" 200 -
  [15:45:48] "GET /jobs HTTP/1.1" 200 -
  [15:45:48] "GET /perms HTTP/1.1" 200 -
  [15:45:49] "GET /jobs HTTP/1.1" 200 -
  [15:45:49] "GET /perms HTTP/1.1" 200 -
  [15:45:50] "POST /send HTTP/1.1" 200 -
  [15:45:50] >> #7: mordo testuj weź wejdź do Czata GPT No i w sumie coś tam się go zapytaj Przetest
  [15:45:50] "GET /jobs HTTP/1.1" 200 -
  [15:45:50] "GET /perms HTTP/1.1" 200 -
  [15:45:51] "GET /jobs HTTP/1.1" 200 -
  [15:45:51] "GET /perms HTTP/1.1" 200 -
  [15:45:52] "GET /jobs HTTP/1.1" 200 -
  [15:45:52] "GET /perms HTTP/1.1" 200 -
  [15:45:52] "GET /jobs HTTP/1.1" 200 -
  [15:45:54] "GET /jobs HTTP/1.1" 200 -
  [15:45:54] "GET /perms HTTP/1.1" 200 -
  [15:45:54] "GET /jobs HTTP/1.1" 200 -
  [15:45:55] "GET /jobs HTTP/1.1" 200 -
  [15:45:55] "GET /perms HTTP/1.1" 200 -
  [15:45:56] "GET /jobs HTTP/1.1" 200 -
  [15:45:57] "GET /jobs HTTP/1.1" 200 -
  [15:45:57] "GET /perms HTTP/1.1" 200 -
  [15:45:58] "GET /jobs HTTP/1.1" 200 -
  [15:45:58] "GET /perms HTTP/1.1" 200 -
  [15:45:58] "GET /jobs HTTP/1.1" 200 -
  [15:46:00] "GET /jobs HTTP/1.1" 200 -
  [15:46:00] "GET /perms HTTP/1.1" 200 -
  [15:46:00] "GET /jobs HTTP/1.1" 200 -
  [15:46:01] "GET /jobs HTTP/1.1" 200 -
  [15:46:01] "GET /perms HTTP/1.1" 200 -
  [15:46:02] "GET /jobs HTTP/1.1" 200 -
  [15:46:03] "GET /jobs HTTP/1.1" 200 -
  [15:46:03] "GET /perms HTTP/1.1" 200 -
  [15:46:04] "GET /jobs HTTP/1.1" 200 -
  [15:46:04] "GET /perms HTTP/1.1" 200 -
  [15:46:04] "GET /jobs HTTP/1.1" 200 -
  [15:46:06] "GET /jobs HTTP/1.1" 200 -
  [15:46:06] "GET /perms HTTP/1.1" 200 -
  [15:46:06] "GET /jobs HTTP/1.1" 200 -
  [15:46:07] "GET /jobs HTTP/1.1" 200 -
  [15:46:07] "GET /perms HTTP/1.1" 200 -
  [15:46:08] "GET /jobs HTTP/1.1" 200 -
  [15:46:09] "GET /jobs HTTP/1.1" 200 -
  [15:46:09] "GET /perms HTTP/1.1" 200 -
  [15:46:10] "GET /jobs HTTP/1.1" 200 -
  [15:46:10] "GET /perms HTTP/1.1" 200 -
  [15:46:10] "GET /jobs HTTP/1.1" 200 -
  [15:46:12] "GET /jobs HTTP/1.1" 200 -
  [15:46:12] "GET /perms HTTP/1.1" 200 -
  [15:46:13] "GET /jobs HTTP/1.1" 200 -
  [15:46:13] "GET /jobs HTTP/1.1" 200 -
  [15:46:13] "GET /perms HTTP/1.1" 200 -
  [15:46:14] "GET /jobs HTTP/1.1" 200 -
  [15:46:15] "GET /jobs HTTP/1.1" 200 -
  [15:46:15] "GET /perms HTTP/1.1" 200 -
  [15:46:16] "GET /jobs HTTP/1.1" 200 -
  [15:46:16] "GET /perms HTTP/1.1" 200 -
  [15:46:16] "GET /jobs HTTP/1.1" 200 -
  [15:46:18] "GET /jobs HTTP/1.1" 200 -
  [15:46:18] "GET /perms HTTP/1.1" 200 -
  [15:46:19] "GET /jobs HTTP/1.1" 200 -
  [15:46:19] "GET /jobs HTTP/1.1" 200 -
